ParticipantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,BA_1,BA_2,BA_3,BA_4,SE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,spwtime_First Click,spwtime_Last Click,spwtime_Page Submit,spwtime_Click Count,attentioncheck_nb,discrepancy_nb,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,credibility,objective,valid,useful,rl_product_choice,rl_shop_intentions,rl_purchase,rl_wom,rr_product_choice,rr_shop_intentions,rr_purchase,rr_wom,attentioncheck_b,discrepancy_b,SE_2,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,nobias_white,nobias_black,bias_white,bias_black
81,2023-10-21 14:17:59,2023-10-21 14:29:16,0,100,677,1,2023-10-21 14:29:17,R_1cRPKhVf32TGvOA,anonymous,EN,2,6413634f9d315afcde51553b,5,6,6,7,4,1,1,1,2,1,4,1,3,1,3,3,4,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,"26C1247,17C964,26C962,18C940,27C978,27C953,21C843,22C796,19C824,23C892,22C788,28C1047,24C1139,23C781,25C805,18C814,21C848,20C820,17C831,24C1038,END","14C1487,8C827,8C653,1C785,10C707,13C776,12C717,2C737,16C804,7C809,3C969,9C839,5C740,15C727,4C788,3C882,11C807,16X1191,6C1031,15C955,END","18C1151,2C1472,25C980,4C962,21C738,8C907,24C1009,11C915,22C944,1C834,26C868,6C872,20C819,13C1039,23C852,12C928,19C854,10C833,27C897,16C756,END","23C895,13C1279,17C942,14C940,21C685,15C748,25C818,10C790,17C773,3C1074,19C852,5C1008,19C770,12C1033,18C793,12C740,20C689,16C730,26C755,2C937,28C857,4C964,27C744,1C872,20C667,14C943,22C718,11C802,26C796,7C783,28C787,7C728,23C652,8C647,24X1236,9C1012,22C931,6C813,25C760,3C890,END","8C664,9C794,16C652,2C664,14C1313,16C756,12X1157,8C721,13C908,4C797,15C776,11C689,11C700,9C860,6C780,3C710,16C737,10C823,2C808,14C781,5C744,4C636,12C736,7C750,8C833,3C692,6C872,1C757,4C902,3C817,1C845,7C784,14C828,10C741,2C709,13C879,5C755,15C888,15C668,12C739,END","21C951,15C980,28C774,11C889,20C781,6C822,25C856,7C1124,22C825,5C1022,23C1064,3C1004,17C933,13C841,24C1203,2C903,27C987,14C761,19C646,16C976,END","28C752,10C821,17C743,8C1002,23C989,16C727,22C737,2C812,28C792,12C721,19C772,10C930,22C679,6C1106,27C790,1C1038,18C697,15C848,18C760,13C1052,21C609,14C1130,20C686,4C889,25C814,11X1128,26C882,8C890,21C718,9C875,24C1045,14C647,19C686,7C807,23C857,5C800,26C972,3C986,25C974,5C809,END",0,0,2.617,0,5,3,1,1,1,1,1,4,1,3,1,4,3,4,1,1,1,4,3,4,3,3,,,,,44,6,4,4,,,4,68,1,5,2,,3,1,,21,,,,,,1,,
82,2023-10-21 14:16:06,2023-10-21 14:29:42,0,100,816,1,2023-10-21 14:29:43,R_2X7jfXgMHgRzhbE,anonymous,EN,2,651f3e3a2ce8d7817178e778,3,3,5,4,3,3,2,2,4,3,3,3,4,2,3,4,2,3,1,4,3,,,,,,,,"25C1266,28C840,28C1050,17X5140,19C938,27C875,20C735,24C863,20C727,17C733,24C848,25C1023,21C787,22C757,19C921,21C699,26C813,18C734,23C1019,26C928,END","5C1019,13C837,12C665,2C666,1C644,9C775,16C699,10C727,8C596,16C772,7C672,11C748,13C708,15C708,8C623,7C689,4C616,6C678,3X1401,14C850,END","20C949,16C972,26C1136,13C797,21C838,7C908,28C860,3C994,25C970,9C850,19C669,5C884,23C927,8C829,22C724,14C789,18C729,4C773,27X1846,12C869,END","27C1019,1C700,17C1173,14C665,20C674,4C655,21C771,1C779,28C813,8C691,28C977,10C681,27C691,9C736,18C640,2C768,22C745,11C991,24C751,14C846,22C720,12C705,20C628,16C584,26C898,13C712,23C705,5C791,19C1087,7C937,25C1147,13C738,23C819,3C828,18C729,6C748,26C767,15C824,19C637,2C677,END","5C1088,14C846,14C1243,16C785,16C591,3C1158,11C895,12C986,3C743,8C1391,10C816,12C817,6C816,1C614,11C682,16C856,13C1595,6C856,5C737,12C1284,2C1393,9C870,15C720,15C571,13C678,2C1061,15C4432,10C726,1C781,10C1116,7C1056,8X1015,8C617,4C565,4C399,1C666,9X1092,7C945,5C951,6C693,END","26C1269,1C840,19C830,16X2537,28C927,9C1111,25C1102,8C1494,22C799,7C727,24C783,15C948,18C760,10C792,27C867,5X1807,17C1193,12C2431,20C1198,4C1237,END","26C1989,13C1233,26C986,14C861,27C853,10C1284,23C1049,16C973,22C924,5C610,20C833,14C705,19C937,9C1056,27C966,13C1373,23C1140,4X1703,18C795,7C1093,28C748,11C1352,21C835,12C850,19C910,2C629,25C824,1C1149,28C869,6C1092,24C1293,15C1024,20C776,8C634,18C603,4C561,17C1011,3C619,21C757,2C670,END",,,,,,,,,,,,,,,0,0,2.52,0,6,2,3,2,2,4,3,3,3,4,2,3,4,2,3,2,4,3,4,4,4,4,,,,,41,4,,5,,,3,53,1,6,3,,4,1,,21,,,,,,1,,
83,2023-10-21 14:19:37,2023-10-21 14:29:56,0,100,619,1,2023-10-21 14:29:57,R_3MSTnEZ7d3BzKds,anonymous,EN,2,5cbf5b488be75a0016b49758,5,3,5,5,4,1,1,1,3,1,3,1,2,1,3,3,3,1,1,1,3,,,,,,,,,,,,,,,"21C1471,25C977,18C800,27C837,22C786,26C840,17C779,28C775,20C758,24C1109,20C727,28C856,17C875,23C1262,23C1008,22C757,26C885,19C798,19C739,25C876,END","3C1207,12C967,13C837,14C882,6C963,9C1097,4C755,5C771,15C962,8C1056,16C940,3C843,14C965,11C997,16C899,2C732,7C685,10C855,1C842,7C684,END","18C2608,16C1834,17C1125,14C1142,27C1287,1X3361,20C1117,5C1198,19C1090,4C1445,22C1008,8C1742,25C1005,15C810,23C991,13C1085,26C973,11C1571,24C1131,7X2145,END","21C736,10C1019,27C1384,1C1661,19C880,2C1162,25C1304,5C1155,19C1162,1C1200,26C1021,15C907,23C955,4C1194,24C960,3C1862,20C936,16C1041,27C787,6C1081,26C993,12C1224,22C942,12C1701,18C1411,4C1258,18C1053,8C1304,23C938,13C970,24C1065,7C842,28C1510,11C1358,21C798,9C1946,20C1242,14C1199,17C1227,10C1063,END","14C1319,16C1358,9C1069,7C838,3C754,11C778,16C983,2C709,6C1101,4C768,15C806,12C716,8C715,4C1236,16C745,6C840,8C829,13C751,15C783,5C749,13C812,4C721,13C763,5C705,12C675,10C822,14C754,10C776,5C645,15C714,11C819,1C760,7C681,6X1601,8X2358,9C925,1C725,2C669,3C743,14C703,END","22C1199,8C1084,19C814,9C1041,17C861,10C1127,26C888,14C925,21C804,15C937,28C769,7C679,27C824,16C710,23C815,1C881,25C781,2C802,18C761,3C767,END","22C1159,12C868,28C804,1C731,21C843,13C934,20C791,10C813,26C840,6C964,28C787,5C794,22C742,7C814,27C851,11C832,18C802,16C761,17X1997,11C1427,17C926,4C688,18C771,5C745,24C808,9C790,24C860,3C798,25C851,14C830,23C811,13C992,26C878,8C1136,19C824,2C819,27C889,8C802,21C807,15C900,END",,,,,,,,0,0,2.513,0,,,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,6,6,6,5,47,5,6,5,,,,,1,1,4,41,1,5,2,,1,1,,21,,,,,,,2,
84,2023-10-21 14:20:03,2023-10-21 14:30:00,0,100,597,1,2023-10-21 14:30:02,R_cPlCtKshwMtI2eB,anonymous,EN,2,6109b95a3954ea5afdd7add9,5,5,4,4,2,2,2,2,3,2,3,3,2,3,2,2,3,2,3,3,3,,,,,,,,,,,,,,,"22C1036,28C896,26C881,21C742,20C602,23C665,18C757,27C758,22C667,24C870,21C775,27C621,24C868,17C687,19C728,17C795,25C636,19C641,23C636,25C631,END","1C840,3C693,10C701,8C693,8C663,12C731,16C611,11C682,11C594,9C769,13C626,2C730,4C746,6C1129,5C840,14C977,4C1127,15C953,7C859,16C709,END","22C630,16C739,21C728,11C759,19C730,2C826,28C797,15C759,27C715,1C869,23C778,6C827,25C717,13C699,18C761,7C1153,17C895,12C683,24C983,3C743,END","27C745,6C1145,17C865,6C673,22C732,9C992,19C903,12C893,23C691,7C979,24C842,5C1106,18C575,15C893,19C728,2C928,25C780,15C822,21C650,16C781,28C709,13X1630,18C800,1C827,23C710,9C1124,22C841,8C1065,17C885,14C922,20C653,3C1063,26C702,5C940,26C776,11C766,25C772,4C977,24C809,10C767,END","16C673,12C699,3C672,8C652,6C565,13C687,4C640,13C1013,16C641,5C614,6C636,9C760,1C693,4C623,2C642,7C635,6C660,11C639,13C621,4C684,2C1570,16C680,5C822,15C828,15C619,14C661,9X1255,12C640,7C643,11C744,1C675,3C870,10C740,15C1069,3C926,8C668,7C637,11X991,14C881,10C738,END","18C818,10C680,21C641,3C859,26C708,2C791,20C770,15C701,19C616,1C795,22C694,7C1380,27C831,11C925,28C762,12C894,23C786,6C940,25C664,13C786,END","28C1152,9C1037,18C649,15C1235,19C670,10C814,26C822,1C684,18C706,7C1026,22C844,14C662,25C801,16C875,21C634,7C703,20C689,9C884,21C640,4C747,23C832,3C787,24C610,8C674,22X1094,2X2015,27C1032,11C888,19C911,13C787,24C710,12C924,23C895,2C1143,27C595,16C780,26C570,5C1039,17C690,6C769,END",,,,,,,,0,0,2.508,0,4,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,4,3,3,2,35,1,1,1,,,,,,,2,34,1,5,3,,4,2,,22,22,2 months,5,8,0,,,
85,2023-10-21 14:23:35,2023-10-21 14:30:13,0,100,398,1,2023-10-21 14:30:14,R_bloZereR87Lbs3v,anonymous,EN,2,6273e74790a5c7b39756a5bc,6,2,7,4,4,2,1,1,4,2,3,1,4,1,1,2,4,1,2,1,4,,,,,,,,,,,,,,,"23C1387,25C889,23C788,22C694,17C874,19C739,22C749,26C797,18C645,27C720,18C673,28C745,19C606,27C630,17C548,21C651,24C746,26C596,20C703,24C791,END","8C1363,15C658,4C741,16C727,6C942,11C718,3C756,13C739,1C693,9C999,4C703,7C787,2C766,5C613,14C694,3C702,16C717,10C1050,9X1051,12C749,END","25C2183,9C1029,18C772,1X1270,24C848,15C834,27C735,13C857,23C836,4C859,28C1037,6C1244,19C859,2C1021,20C851,7C795,22C747,10X1449,17C862,12C2087,END","25C1047,2C1684,21C1390,1C664,24C840,3C878,22C895,16C741,19C1586,9C798,20C861,15C898,23C857,14C970,18C785,8C851,22C886,8C677,23C752,13C678,21C808,2C832,17C882,7C676,26C813,11C703,17X1140,10C799,24C986,6C973,28C843,5C622,25C784,10C752,19C688,4C864,27C732,16C722,27C770,12C1005,END","12C1773,6C811,4C624,3C606,11C579,9C561,10C695,15C638,4C609,7C571,16C608,6C743,1C705,12C667,15C641,3C550,7C572,8C550,12C727,11C598,9C627,10C626,16C610,13C652,14C602,8C685,3C617,6C663,13C600,14C713,1C646,4C620,5C621,5C714,11C605,2C741,15C730,1C634,9C661,2X972,END","17C1012,4C739,25C757,2C658,24C777,14C1228,20C739,11C739,27C711,15C766,23C843,13C763,22C896,1C679,21C958,8C768,28C854,5C652,19C809,12C666,END","21C1906,9C789,20C605,1C669,26C762,9C806,18C953,16C613,23C737,8C683,19C671,2C725,22C736,11C825,27C692,4C797,26C741,15C712,18C829,12C676,25C746,5C621,17C705,6C906,24C851,7C578,28C824,3C563,27C651,13C641,21C767,4C725,19C682,10C764,17C774,2C643,25C760,14C701,23C690,10C814,END",,,,,,,,0,0,2.607,0,4,4,1,1,1,4,1,3,1,4,1,3,4,4,1,1,1,4,6,7,7,,27,6,5,6,,,,,,,4,21,1,3,3,,4,1,,21,,,,,0,,,
86,2023-10-21 14:17:46,2023-10-21 14:31:21,0,100,814,1,2023-10-21 14:31:22,R_31AwMv9nNHPdAHC,anonymous,EN,2,5c1150e31e7d6900018207ef,1,2,2,7,3,4,1,3,,1,3,3,4,2,2,4,1,3,1,1,1,"22C2416,19C1820,27C1551,28C1504,24C1694,23C1572,17C2253,26C1504,17C1464,20C1546,27C1266,24C1486,19C1081,25C982,18C962,26C1574,25C1437,20C1065,21C818,18C1132,END","2C1670,6C1173,7C1013,10C1388,12C1144,1C1182,9C1541,9C1052,4C1158,7C885,16C1096,11C1760,8C949,14C1326,10C1042,5C1241,2C842,13C910,15C1112,3C879,END","17C1045,1C1505,21C1106,6C954,18C905,13C1324,19X4176,16C1889,27C1432,4C1934,25C1552,10C1289,23C1275,14C1618,28C1068,7C1423,26C1301,5C1360,22C822,15C1098,END","21C1436,16C1128,23C873,9C1365,23C1061,4C1263,19C708,1C1227,25C1056,7C1298,17C1348,3C1331,26C1095,12C823,28C973,8X1774,22C716,5C1013,26C2400,10C1357,21C1020,3C1038,19C848,6C935,20C729,13C883,22C985,12C1159,24C1179,11C1152,18C1069,14C1282,18C894,1C996,27C1019,15C2054,25C1230,11C1604,27C997,2C1192,END","1C1276,5C816,10C901,2C853,2C1654,13C1271,16C761,11C974,4C991,7C1098,8C926,1C1143,11C1217,3C1551,8C788,11C728,15C726,16C725,3C740,12C941,9C1392,14C775,3C772,8C795,15C950,14C1686,12C779,15C835,7C723,5C730,5C770,1C1132,9C1753,14C771,13C680,6C773,10C972,4C1426,6C2304,9C876,END","27C1447,10C1242,20C991,12C1168,22C856,5C1455,18C1251,14C959,26C1491,2C1335,19C2135,9C836,17C846,16C770,25C1033,3C846,24C1102,4C1084,28C954,8C1226,END","24C988,2C635,26C795,10C896,26C1269,7C1050,17C995,16C646,24C978,3C632,21C945,7C1404,28C891,15C1008,18C872,5C919,23C1062,12C1297,20C743,9C876,17C831,9C762,19C665,16C655,27C951,11C904,20C837,5C1466,25C870,14C998,22C715,6C935,28C845,13C940,22C978,4C1476,23C935,1C1284,19C1102,8C1364,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.512,0,,,4,1,1,3,1,2,3,4,1,1,4,2,3,1,1,1,1,1,1,4,33,4,4,4,,,,,1,4,2,77,1,5,2,,0,2,,22,22,within last 6 months or so,2,1,,,2,
87,2023-10-21 14:18:20,2023-10-21 14:31:49,0,100,808,1,2023-10-21 14:31:50,R_ehwRhqbJEUHZ9kZ,anonymous,EN,2,5f7c9308b6ff0b0cf6572180,3,3,5,2,1,1,3,3,1,1,4,1,4,1,3,4,4,1,1,1,4,"21C1278,22C917,27C894,19C716,25C842,19C733,18C703,23C881,17C1165,20C820,28C1143,25C818,17C1214,21C750,23C1048,26C799,26C1025,24C1036,18C848,24C876,END","5C1553,13C857,7C766,4C1210,1C721,2C698,6C870,11C882,5C814,12C729,10C820,16C1147,15C1168,11C736,2C720,8C695,9C856,14C1005,3C711,15C935,END","23C1193,8C1716,27C1536,10C1181,21C1160,11C1236,19C1081,6C1333,28C936,5C1185,25C1478,14C1132,26C1315,12C988,17C904,7C891,20C715,2C673,22C729,16C1071,END","27C940,8C1278,22C830,10C840,26C933,15C1358,20C829,1C1493,26C827,12C754,24C834,11C723,18C712,8C972,20C696,7C654,19C619,15C1023,25C939,9C1594,21C1382,16C1372,17C1119,6C842,24C893,2X1649,18C1163,9C1374,21C956,6C1357,23C882,14C781,25C851,13C1264,28C793,5C746,22C740,4C817,28C1029,3C1213,END","7C1140,5C760,3C650,8C909,9C849,6C819,5C702,10C665,6C784,3C747,15C786,13C801,10C703,4C716,14C1052,9C985,12C815,2C853,2C772,8C864,6C737,1C987,11C804,10C693,11C620,11C662,5C775,4C717,16C848,15C864,16C628,9C726,14C745,1C953,4C800,12C748,13C833,7C753,12C800,3C781,END","22C940,4C928,18C883,1C1337,21C798,9C962,25C932,11C1190,20C783,5C818,26C941,14C1397,24C937,8C1404,17C808,15C791,28C955,7C796,27C957,10C793,END","17C1414,12C978,20C740,14C701,22C636,6C871,24C1103,8C745,28C785,1C734,18C842,12C694,21C799,14C915,21C608,16C1328,26C822,3C1124,26C1201,2C787,28C772,15C1072,24C910,9C968,20C829,11C775,19C793,10C722,23C906,13C1023,22C882,7C930,27C1016,8C958,25C770,7C814,23C875,5C821,19C1358,4C1843,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.608,0,,,3,4,4,1,1,3,1,3,3,3,3,2,3,1,1,2,2,6,4,1,,,,,33,4,3,4,1,4,1,39,1,5,1,,4,2,,21,,,,,,,,3
88,2023-10-21 14:18:12,2023-10-21 14:31:57,0,100,824,1,2023-10-21 14:31:58,R_bQlYWKzPsUGffnb,anonymous,EN,2,6508569b7b1b7ec685fccf29,5,5,6,6,2,2,3,3,4,3,3,3,4,3,1,4,3,3,2,3,4,"17C3163,23C1249,19C891,17C935,22C845,24C866,22C2250,27C870,25C1054,21C865,18C970,18C781,28C858,23C1260,24C747,26C789,20C690,20C719,26C823,28C1062,END","14C2088,12C716,16C688,6C936,9C856,1C792,14C896,1C1547,5C792,11C820,10C913,8C863,4C1063,7C708,8C1239,16C795,3C765,13C1004,2C1382,15C1774,END","23C3451,11C2824,19C1156,6C1604,18C1343,1C1143,27X1735,9C1442,21C879,14C1175,20C884,2C1674,24C2020,5C1246,17C1074,16C1449,25C1470,7C1344,26C1846,15X2612,END","27C3796,13C1237,18C840,12C1349,20C1837,15C1412,19C3271,7C996,18C1030,9C982,24C1226,1C1589,17C1048,4C2500,28C995,11C1383,28C945,8C1391,17C1030,9C2992,27C862,10C1120,23C845,14C1163,21C889,16C1180,19C867,3X2259,21C1139,7C2169,25C884,6C1396,24C1109,2C2235,26C908,5C906,22C1063,8C1014,26C959,14C1396,END","13C2360,4C800,11C929,2C829,12C887,16C824,9C1011,14C842,14C1024,13C4098,3C844,11C1670,4C911,4C913,15C1152,6C2784,7C1615,2C923,1C1531,7C1712,13C1692,7C1121,1C686,5C763,16C785,10C985,12C836,14C3169,9C754,12C7663,3C847,8C1404,5C1417,10C2849,6C1320,8C1063,11C965,8C1263,5C794,15C800,END","19C2422,8C1170,27C1235,12C1100,22C994,4C3607,25C836,16C1176,20C831,9C1085,17C1103,11C952,28C878,7C893,23C864,6C999,21C864,15C3183,26C1051,2X3276,END","22C3234,15C720,28C949,3C1025,27C806,6C796,25C1276,14C931,24X1719,11C1563,21C2139,8C12719,22X1981,5C2708,20C1053,4C970,20C812,12C685,26C834,15C4245,23C807,9C1988,17C929,13C862,17C669,9C714,25C1627,16C1489,28C943,1C1903,21C827,10C1083,26C933,3C1047,18C901,8C1360,19X2153,2C1621,27C1013,7C2183,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.507,0,5,3,3,3,3,4,2,2,2,3,3,1,3,3,3,3,4,3,4,5,4,3,19,5,5,4,,,,,,,2,43,1,5,3,,3,2,,22,22,3 years,2,5,0,,,
89,2023-10-21 14:19:11,2023-10-21 14:32:42,0,100,811,1,2023-10-21 14:32:43,R_2X08En5GWsHW7a1,anonymous,EN,2,5ec44da606cb7931f04a35e9,2,2,2,2,4,1,1,1,1,1,4,1,4,1,3,3,4,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,"20C1417,22C781,24C970,25C734,27C755,18C811,27C778,28C737,23C782,26C656,23C635,28C710,22C749,19C802,21C819,17C716,18C727,17C716,19C686,26C893,END","6C1660,12C805,10C893,5C697,3C817,4C691,2C799,4C618,13X821,16C845,14C847,15C648,8X1151,9C914,15C972,1C1009,7C811,7C674,11C732,12C1054,END","19C740,13C981,25C896,8C977,23C814,4C826,21C884,5C991,18C869,7C921,22C847,6C927,28C776,10C901,24C915,11C808,17C800,15C926,27C822,16X1027,END","22C1181,5C749,25C867,5C737,21C781,10X1074,17C769,6C739,24C820,10C850,27C821,7C936,20C819,1C800,24C830,3C785,28C895,8C858,23C732,16C766,19C767,14C921,21C724,4C763,22C1014,13C1170,26C708,15C706,18C816,2C710,25C855,9C1117,27C783,6C752,18C754,12C791,17C971,11C827,26C816,13C947,END","6C1186,15C756,4C844,5C804,10C829,15C1668,15C2534,14C3107,13C3441,16C949,10C1737,7C2582,8C1045,11C1347,3C2479,16C808,2C1015,6C1016,6C806,1C929,1C761,2C796,14C932,11C1048,2C800,14C754,16C692,3C811,12C819,5C838,7C801,9C962,8X1467,1C966,12C749,4C777,5C745,10C771,13C853,9X1317,END","21C1049,8C757,20C853,14C929,24C769,9C1054,22C900,10C952,23C949,11C1238,25C781,2X2374,17C875,5C741,18C824,3C995,28C900,16C855,26C875,6X1626,END","18C892,16C1707,18C748,7C912,21C807,6C773,22C731,10C817,27C1067,2X1175,28C1487,3C1056,19C746,9X1460,24C1108,13C1427,25C893,10C1068,24C792,4X1760,23C865,8C1028,20C901,14C1029,25C1282,5C1042,21C928,3C950,28C894,12C5278,20C3847,15C1980,17C1371,1C2629,22C1442,6X4064,26C1603,11C1447,27C789,12C2043,END",0,0,2.506,0,,,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,4,4,3,3,16,5,5,4,,,,,3,3,4,57,1,4,2,,3,1,,21,,,,,,,2,
90,2023-10-21 14:24:51,2023-10-21 14:32:49,0,100,478,1,2023-10-21 14:32:50,R_12b9gE4veBfK63q,anonymous,EN,2,6508c9abf038076410e0a204,6,5,6,6,2,1,1,1,2,3,3,1,3,1,2,3,3,3,3,1,3,,,,,,,,,,,,,,,"22C1187,18C774,17X4287,23C771,19C823,27C684,24C695,23C710,26C657,28C645,21C662,20C621,28C644,21C646,26C694,25C709,22X985,18C659,27C662,17C694,END","1C799,15C612,6C759,16C585,16C596,9X981,14C875,4C586,8C672,7C694,5C633,12X924,3C757,9C646,11C661,2C697,13C672,10X849,2C647,5X897,END","17C974,7C757,27C645,9C710,23C737,14C658,19C659,4C634,18C710,11C648,26C773,13C861,20C585,3C633,28C608,6C646,21C721,12C647,25X874,8C858,END","27C662,6X1398,22C721,13C635,17X811,15C868,21C648,12C723,23X906,3C1672,26C907,11C660,28C702,12C756,25C574,2C635,28C622,2X896,27C961,9C1274,19C634,4C720,18C633,5C686,20C723,1C760,22C573,8X949,26C725,7C760,21C649,14C625,24X1058,15C1487,25C658,16C611,17C635,5C748,20C599,10C875,END","2C762,13C647,15C698,7C583,16C532,6C648,12C757,5C645,14C724,16C586,5X586,13C700,12C761,4C547,4C587,3C548,16C685,9C646,3C533,10C535,13X821,11C721,15C621,8X758,9C682,1C620,5C632,6C607,11C748,2X1297,14C734,7C656,8C735,4C531,6C570,15C722,12C670,10C760,1C797,2C537,END","24C737,5C559,17C648,7C620,27X863,14C837,22C636,13C699,25C659,2C560,20C608,16C582,21C660,9C596,18C634,6C610,28X683,1C646,26C584,12C649,END","18C663,8C746,28X860,14X1331,25C669,1C922,25C633,13C787,22C634,7C682,19C749,3C737,27C635,12C648,18C760,9C761,23C649,2C649,26C599,16C696,24C1049,5C736,26C686,2C633,19C622,11C674,28C623,15C649,22C849,11C637,20C710,4C624,27C672,13C749,17C673,10C644,21C597,1C647,21C649,6C801,END",,,,,,,,0,0,2.607,0,4,2,2,1,1,1,3,3,1,3,1,3,3,3,2,3,1,3,6,6,7,6,33,5,5,5,,,,,,,2,26,1,5,2,,2,2,,22,22,maybe 5 years ago,maybe 2 times,2,0,,,
91,2023-10-21 14:25:10,2023-10-21 14:33:25,0,100,495,1,2023-10-21 14:33:25,R_557UgFNhEYCAUP7,anonymous,EN,2,60273e86e73d40511e71a173,2,2,2,2,2,3,2,2,4,2,3,3,2,1,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,"22C912,21C983,28C777,23C775,28C612,26C533,25C592,27C551,25C532,27C558,19C682,17C622,18C597,20C590,20C531,26X1069,17C690,21C621,24C651,22C608,END","16C1232,11C754,1C595,11C653,13C906,12C909,10C784,7C627,6C717,8C753,8C625,2C753,14C643,9X1115,4C684,5C1031,2C692,16C624,15C845,3C651,END","17C1136,15C1303,27C786,4C843,26C726,7C651,21C551,2C723,18C639,16C593,28C720,5C654,25C610,10C718,20C621,11C683,22C649,12C655,23C707,6C710,END","27C712,11C657,27C646,9X1030,20C585,16C585,21C589,11C647,26C583,14C682,22C585,5C621,25C722,3C647,24C753,9C713,17C607,15C726,23C657,7C661,19C629,6C653,28C689,13C626,28C720,4C659,25C641,2C647,21C556,1C585,26C620,8C691,18C520,3C644,19C616,5C617,22C820,10X974,20C591,12C624,END","9C848,10C621,16C595,13C622,13C615,11C609,3C593,13C654,5C545,12C625,3C658,2C661,4C621,1C620,11C619,16C628,6C785,10C749,6C813,14C717,6C789,8C883,10C1278,7C744,7C654,3C654,12C882,2C660,15C580,9C691,14C689,14C754,2C690,11C787,15C872,4C615,1C620,8X1179,5C547,8X915,END","28C1528,15C713,17C641,6C658,21C629,5C626,27C711,14C679,24C723,10C752,25C621,7C724,23C1181,16C1235,22C1038,12C1368,19C809,2C1208,20C581,4C518,END","28C680,9C1015,26C620,6C725,22C548,9C808,20C621,12C871,19C712,14C1262,21C655,7C1200,19C661,16C820,28C597,1C1105,27C685,15C689,17C588,13C973,22C979,10C1040,24C1208,14C1539,26C843,11C783,25C685,3C614,18C523,2C619,17C549,4C528,27C647,5C719,23C750,4C1005,23C723,8C852,21C778,3C784,END",0,0,2.508,0,,,3,2,2,4,2,3,2,2,2,2,2,3,3,3,3,3,4,4,3,2,24,2,2,2,,,,,1,2,3,29,1,4,3,,4,3,,21,,,,,,,2,
